Brand-Hybrid,YIELD,Location
AGRIGOLD-A6499STXRIB,193.1298456,"2014 Belleville, Kansas Dryland Corn Performance Test, Republic County"
AGRIGOLD-A6517VT3PRIB,185.8802832,"2014 Belleville, Kansas Dryland Corn Performance Test, Republic County"
AGRIGOLD-A6553VT3PRIB,172.3378404,"2014 Belleville, Kansas Dryland Corn Performance Test, Republic County"
B-H GENETICS-BH 8550SS,147.3037612,"2014 Belleville, Kansas Dryland Corn Performance Test, Republic County"
B-H GENETICS-BH 8688DG2P,165.2990757,"2014 Belleville, Kansas Dryland Corn Performance Test, Republic County"
B-H GENETICS-BH 8700SS,173.0122907,"2014 Belleville, Kansas Dryland Corn Performance Test, Republic County"
B-H GENETICS-XP 7810VT2P,167.153564,"2014 Belleville, Kansas Dryland Corn Performance Test, Republic County"
DEKALB-DKC53-78 SSRIB,155.0098926,"2014 Belleville, Kansas Dryland Corn Performance Test, Republic County"
DEKALB-DKC61-89 RIB,167.3946597,"2014 Belleville, Kansas Dryland Corn Performance Test, Republic County"
DEKALB-DKC64-69 GENVT3P,177.8190025,"2014 Belleville, Kansas Dryland Corn Performance Test, Republic County"
GOLDEN ACRES-G4598,160.5429161,"2014 Belleville, Kansas Dryland Corn Performance Test, Republic County"
GOLDEN ACRES-G5621,187.1778974,"2014 Belleville, Kansas Dryland Corn Performance Test, Republic County"
GOLDEN HARVEST-G07B39-3111A,155.6674262,"2014 Belleville, Kansas Dryland Corn Performance Test, Republic County"
GOLDEN HARVEST-G11U58-3111,167.4332187,"2014 Belleville, Kansas Dryland Corn Performance Test, Republic County"
GOLDEN HARVEST-G13N18-3111,175.9450317,"2014 Belleville, Kansas Dryland Corn Performance Test, Republic County"
GOLDEN HARVEST-G14H66-5122A,148.7000054,"2014 Belleville, Kansas Dryland Corn Performance Test, Republic County"
GOLDEN HARVEST-G16K01-3111,147.9891712,"2014 Belleville, Kansas Dryland Corn Performance Test, Republic County"
MAT CHECK-LATE,126.7400051,"2014 Belleville, Kansas Dryland Corn Performance Test, Republic County"
MAT CHECK-MED,161.266203,"2014 Belleville, Kansas Dryland Corn Performance Test, Republic County"
MIDLAND-425SS,158.8227757,"2014 Belleville, Kansas Dryland Corn Performance Test, Republic County"
MIDLAND-534PRW,175.8399075,"2014 Belleville, Kansas Dryland Corn Performance Test, Republic County"
MIDLAND-573PRW,171.6341278,"2014 Belleville, Kansas Dryland Corn Performance Test, Republic County"
MIDLAND-594PR DG,181.5064671,"2014 Belleville, Kansas Dryland Corn Performance Test, Republic County"
MIDLAND-653PRW,172.3833914,"2014 Belleville, Kansas Dryland Corn Performance Test, Republic County"
MIDLAND-714PRW,160.3635149,"2014 Belleville, Kansas Dryland Corn Performance Test, Republic County"
MIDLAND-735PRW,187.2208938,"2014 Belleville, Kansas Dryland Corn Performance Test, Republic County"
MYCOGEN-2C788,167.6605143,"2014 Belleville, Kansas Dryland Corn Performance Test, Republic County"
MYCOGEN-2G685,162.062321,"2014 Belleville, Kansas Dryland Corn Performance Test, Republic County"
MYCOGEN-2V709,187.1312206,"2014 Belleville, Kansas Dryland Corn Performance Test, Republic County"
MYCOGEN-2V717,174.5934349,"2014 Belleville, Kansas Dryland Corn Performance Test, Republic County"
PHILLIPS-PSF053 VT2Pro,166.257776,"2014 Belleville, Kansas Dryland Corn Performance Test, Republic County"
PHILLIPS-PSF082 VT3Pro,170.8272286,"2014 Belleville, Kansas Dryland Corn Performance Test, Republic County"
PHILLIPS-PSF112 VT3Pro,158.3085195,"2014 Belleville, Kansas Dryland Corn Performance Test, Republic County"
PHILLIPS-PSF121 VT3Pro,186.3487014,"2014 Belleville, Kansas Dryland Corn Performance Test, Republic County"
PHILLIPS-PSF133DGVT2Pro,173.5158104,"2014 Belleville, Kansas Dryland Corn Performance Test, Republic County"
PHILLIPS-PSF141 SS,176.4195112,"2014 Belleville, Kansas Dryland Corn Performance Test, Republic County"
PHILLIPS-PSF143 VT2Pro,189.3323346,"2014 Belleville, Kansas Dryland Corn Performance Test, Republic County"
PRODUCERS-6108STXRIB,137.4001687,"2014 Belleville, Kansas Dryland Corn Performance Test, Republic County"
PRODUCERS-6424VT3PRIB,172.4320976,"2014 Belleville, Kansas Dryland Corn Performance Test, Republic County"
PRODUCERS-6624VT3PRIB,154.7238577,"2014 Belleville, Kansas Dryland Corn Performance Test, Republic County"
PRODUCERS-7014VT3PRIB,151.6710831,"2014 Belleville, Kansas Dryland Corn Performance Test, Republic County"
AGRIGOLD-A6408VT3PRIB,76.15087511,"2014 Assaria, Kansas Dryland Corn Performance Test, Saline County"
AGRIGOLD-A6499STXRIB,124.6076631,"2014 Assaria, Kansas Dryland Corn Performance Test, Saline County"
AGRIGOLD-A6619VT2RIBD1,109.4271631,"2014 Assaria, Kansas Dryland Corn Performance Test, Saline County"
DEKALB-DKC53-78 SSRIB,121.134757,"2014 Assaria, Kansas Dryland Corn Performance Test, Saline County"
DEKALB-DKC61-89 RIB,125.6954239,"2014 Assaria, Kansas Dryland Corn Performance Test, Saline County"
DEKALB-DKC64-69 GENVT3P,117.4202206,"2014 Assaria, Kansas Dryland Corn Performance Test, Saline County"
GOLDEN ACRES-G4655A,109.0089307,"2014 Assaria, Kansas Dryland Corn Performance Test, Saline County"
GOLDEN ACRES-G4678DG,123.39,"2014 Assaria, Kansas Dryland Corn Performance Test, Saline County"
MAT CHECK-LATE,86.75463563,"2014 Assaria, Kansas Dryland Corn Performance Test, Saline County"
MAT CHECK-MED,110.6083707,"2014 Assaria, Kansas Dryland Corn Performance Test, Saline County"
MYCOGEN-2C788,100.2237971,"2014 Assaria, Kansas Dryland Corn Performance Test, Saline County"
MYCOGEN-2C799,121.7351927,"2014 Assaria, Kansas Dryland Corn Performance Test, Saline County"
MYCOGEN-2V717,136.41,"2014 Assaria, Kansas Dryland Corn Performance Test, Saline County"
NUTECH/G2 GENETICS-5D-109,95.62257692,"2014 Assaria, Kansas Dryland Corn Performance Test, Saline County"
NUTECH/G2 GENETICS-5F-008,108.6964402,"2014 Assaria, Kansas Dryland Corn Performance Test, Saline County"
NUTECH/G2 GENETICS-5F-200,104.8291224,"2014 Assaria, Kansas Dryland Corn Performance Test, Saline County"
NUTECH/G2 GENETICS-5F-709,105.5498791,"2014 Assaria, Kansas Dryland Corn Performance Test, Saline County"
NUTECH/G2 GENETICS-5F-805,110.5565135,"2014 Assaria, Kansas Dryland Corn Performance Test, Saline County"
NUTECH/G2 GENETICS-5H-903,113.9928931,"2014 Assaria, Kansas Dryland Corn Performance Test, Saline County"
NUTECH/G2 GENETICS-5H-905,99.12730258,"2014 Assaria, Kansas Dryland Corn Performance Test, Saline County"
NUTECH/G2 GENETICS-5X-698,102.5028538,"2014 Assaria, Kansas Dryland Corn Performance Test, Saline County"
NUTECH/G2 GENETICS-5Z-002,96.70114413,"2014 Assaria, Kansas Dryland Corn Performance Test, Saline County"
NUTECH/G2 GENETICS-5Z-0106,100.8443457,"2014 Assaria, Kansas Dryland Corn Performance Test, Saline County"
NUTECH/G2 GENETICS-5Z-707,120.515,"2014 Assaria, Kansas Dryland Corn Performance Test, Saline County"
PHILLIPS-795 VT2Pro,129.3860262,"2014 Assaria, Kansas Dryland Corn Performance Test, Saline County"
PHILLIPS-PSF003 VT2Pro,114.9252477,"2014 Assaria, Kansas Dryland Corn Performance Test, Saline County"
PHILLIPS-PSF053 VT2Pro,117.0615165,"2014 Assaria, Kansas Dryland Corn Performance Test, Saline County"
PHILLIPS-PSF082 VT3Pro,118.8079362,"2014 Assaria, Kansas Dryland Corn Performance Test, Saline County"
PHILLIPS-PSF112 VT3Pro,117.91,"2014 Assaria, Kansas Dryland Corn Performance Test, Saline County"
PHILLIPS-PSF121 VT3Pro,106.8573195,"2014 Assaria, Kansas Dryland Corn Performance Test, Saline County"
PHILLIPS-PSF133DGVT2Pro,120.4963618,"2014 Assaria, Kansas Dryland Corn Performance Test, Saline County"
PHILLIPS-PSF141 SS,135.054191,"2014 Assaria, Kansas Dryland Corn Performance Test, Saline County"
PHILLIPS-PSF143 VT2Pro,111.7274417,"2014 Assaria, Kansas Dryland Corn Performance Test, Saline County"
AGRIGOLD-A6458VT3PRIB,184.3369648,"2014 Ottawa, Kansas Full Season Corn Performance Test, Franklin County"
AGRIGOLD-A6499STXRIB,189.1018496,"2014 Ottawa, Kansas Full Season Corn Performance Test, Franklin County"
AGRIGOLD-A6517VT3PRIB,186.1841791,"2014 Ottawa, Kansas Full Season Corn Performance Test, Franklin County"
DEKALB-DKC53-78 SSRIB,181.5705271,"2014 Ottawa, Kansas Full Season Corn Performance Test, Franklin County"
DEKALB-DKC61-89 RIB,181.1519624,"2014 Ottawa, Kansas Full Season Corn Performance Test, Franklin County"
DEKALB-DKC64-69 GENVT3P,166.2074761,"2014 Ottawa, Kansas Full Season Corn Performance Test, Franklin County"
GOLDEN ACRES-G4598,174.5759459,"2014 Ottawa, Kansas Full Season Corn Performance Test, Franklin County"
GOLDEN ACRES-G4655A,186.5305831,"2014 Ottawa, Kansas Full Season Corn Performance Test, Franklin County"
GOLDEN ACRES-G4678DG,202.9901292,"2014 Ottawa, Kansas Full Season Corn Performance Test, Franklin County"
GOLDEN ACRES-G5621,178.8224048,"2014 Ottawa, Kansas Full Season Corn Performance Test, Franklin County"
MAT CHECK-EARLY,186.3031195,"2014 Ottawa, Kansas Full Season Corn Performance Test, Franklin County"
MAT CHECK-LATE,174.3166151,"2014 Ottawa, Kansas Full Season Corn Performance Test, Franklin County"
MAT CHECK-MED,179.7948883,"2014 Ottawa, Kansas Full Season Corn Performance Test, Franklin County"
MIDLAND-115PRW,174.3465469,"2014 Ottawa, Kansas Full Season Corn Performance Test, Franklin County"
MIDLAND-344PRW,186.1910707,"2014 Ottawa, Kansas Full Season Corn Performance Test, Franklin County"
MIDLAND-425SS,177.0564235,"2014 Ottawa, Kansas Full Season Corn Performance Test, Franklin County"
MIDLAND-573PRW,166.4669105,"2014 Ottawa, Kansas Full Season Corn Performance Test, Franklin County"
MIDLAND-594PR DG,182.5558681,"2014 Ottawa, Kansas Full Season Corn Performance Test, Franklin County"
MIDLAND-653PRW,182.3773634,"2014 Ottawa, Kansas Full Season Corn Performance Test, Franklin County"
MYCOGEN-2C788,179.6497434,"2014 Ottawa, Kansas Full Season Corn Performance Test, Franklin County"
MYCOGEN-2D599,165.786407,"2014 Ottawa, Kansas Full Season Corn Performance Test, Franklin County"
MYCOGEN-2V709,178.0845244,"2014 Ottawa, Kansas Full Season Corn Performance Test, Franklin County"
MYCOGEN-2V717,196.692271,"2014 Ottawa, Kansas Full Season Corn Performance Test, Franklin County"
PHILLIPS-PSF003 VT2Pro,173.7244999,"2014 Ottawa, Kansas Full Season Corn Performance Test, Franklin County"
PHILLIPS-PSF053 VT2Pro,180.763115,"2014 Ottawa, Kansas Full Season Corn Performance Test, Franklin County"
PHILLIPS-PSF082 VT3Pro,181.1250704,"2014 Ottawa, Kansas Full Season Corn Performance Test, Franklin County"
PHILLIPS-PSF112 VT3Pro,170.5631207,"2014 Ottawa, Kansas Full Season Corn Performance Test, Franklin County"
AGRIGOLD-A6408VT3PRIB,239.1059867,"2014 Erie, Kansas Corn Performance Test, Neosho County"
AGRIGOLD-A6499STXRIB,242.3081403,"2014 Erie, Kansas Corn Performance Test, Neosho County"
AGRIGOLD-A6533VT3PRIB,242.4362161,"2014 Erie, Kansas Corn Performance Test, Neosho County"
AGVENTURE-AV RL6786HB,209.7823416,"2014 Erie, Kansas Corn Performance Test, Neosho County"
AGVENTURE-AV RL6991HB,214.3098685,"2014 Erie, Kansas Corn Performance Test, Neosho County"
AGVENTURE-RL7362HB,209.1649433,"2014 Erie, Kansas Corn Performance Test, Neosho County"
CHANNEL-211-98 VT2PRIB,231.187245,"2014 Erie, Kansas Corn Performance Test, Neosho County"
DEKALB-DKC53-78 SSRIB,207.0365453,"2014 Erie, Kansas Corn Performance Test, Neosho County"
DEKALB-DKC61-89 RIB,248.084383,"2014 Erie, Kansas Corn Performance Test, Neosho County"
DEKALB-DKC64-69 GENVT3P,253.3076632,"2014 Erie, Kansas Corn Performance Test, Neosho County"
GOLDEN ACRES-G4598,250.3500307,"2014 Erie, Kansas Corn Performance Test, Neosho County"
GOLDEN ACRES-G4655A,233.0543063,"2014 Erie, Kansas Corn Performance Test, Neosho County"
GOLDEN ACRES-G4678DG,253.414034,"2014 Erie, Kansas Corn Performance Test, Neosho County"
GOLDEN ACRES-G5621,259.426469,"2014 Erie, Kansas Corn Performance Test, Neosho County"
MAT CHECK-EARLY,211.6555649,"2014 Erie, Kansas Corn Performance Test, Neosho County"
MAT CHECK-LATE,266.3327012,"2014 Erie, Kansas Corn Performance Test, Neosho County"
MAT CHECK-MED,220.1556455,"2014 Erie, Kansas Corn Performance Test, Neosho County"
MIDLAND-534PRW,262.6091207,"2014 Erie, Kansas Corn Performance Test, Neosho County"
MIDLAND-573PRW,246.767732,"2014 Erie, Kansas Corn Performance Test, Neosho County"
MIDLAND-594PR DG,250.5019165,"2014 Erie, Kansas Corn Performance Test, Neosho County"
MIDLAND-624PRW,235.6338352,"2014 Erie, Kansas Corn Performance Test, Neosho County"
MIDLAND-653PRW,242.2687263,"2014 Erie, Kansas Corn Performance Test, Neosho County"
MIDLAND-714PRW,254.7080357,"2014 Erie, Kansas Corn Performance Test, Neosho County"
MIDLAND-735PRW,243.9917295,"2014 Erie, Kansas Corn Performance Test, Neosho County"
MYCOGEN-2C788,222.0550636,"2014 Erie, Kansas Corn Performance Test, Neosho County"
MYCOGEN-2D599,212.6328667,"2014 Erie, Kansas Corn Performance Test, Neosho County"
MYCOGEN-2V709,237.3510768,"2014 Erie, Kansas Corn Performance Test, Neosho County"
MYCOGEN-2V717,233.9389421,"2014 Erie, Kansas Corn Performance Test, Neosho County"
NUTECH/G2 GENETICS-5D-109,236.9814441,"2014 Erie, Kansas Corn Performance Test, Neosho County"
NUTECH/G2 GENETICS-5F-008,227.4414132,"2014 Erie, Kansas Corn Performance Test, Neosho County"
NUTECH/G2 GENETICS-5F-200,211.1624818,"2014 Erie, Kansas Corn Performance Test, Neosho County"
NUTECH/G2 GENETICS-5F-709,231.492207,"2014 Erie, Kansas Corn Performance Test, Neosho County"
NUTECH/G2 GENETICS-5F-805,218.9782696,"2014 Erie, Kansas Corn Performance Test, Neosho County"
NUTECH/G2 GENETICS-5H-903,210.9563534,"2014 Erie, Kansas Corn Performance Test, Neosho County"
NUTECH/G2 GENETICS-5H-905,221.9651155,"2014 Erie, Kansas Corn Performance Test, Neosho County"
NUTECH/G2 GENETICS-5X-698,184.3421331,"2014 Erie, Kansas Corn Performance Test, Neosho County"
NUTECH/G2 GENETICS-5Z-002,215.3296129,"2014 Erie, Kansas Corn Performance Test, Neosho County"
NUTECH/G2 GENETICS-5Z-0106,214.9684802,"2014 Erie, Kansas Corn Performance Test, Neosho County"
NUTECH/G2 GENETICS-5Z-707,200.8802907,"2014 Erie, Kansas Corn Performance Test, Neosho County"
AGRIGOLD-A6408VT3PRIB,204.2368976,"2014 Rossville, Kansas Dryland Corn Performance Test, Shawnee County"
AGRIGOLD-A6499STXRIB,212.9459478,"2014 Rossville, Kansas Dryland Corn Performance Test, Shawnee County"
AGRIGOLD-A6559STXRIB,185.9456483,"2014 Rossville, Kansas Dryland Corn Performance Test, Shawnee County"
DEKALB-DKC53-78 SSRIB,174.1108855,"2014 Rossville, Kansas Dryland Corn Performance Test, Shawnee County"
DEKALB-DKC61-89 RIB,198.182332,"2014 Rossville, Kansas Dryland Corn Performance Test, Shawnee County"
DEKALB-DKC64-69 GENVT3P,209.167049,"2014 Rossville, Kansas Dryland Corn Performance Test, Shawnee County"
GOLDEN ACRES-G4598,173.417794,"2014 Rossville, Kansas Dryland Corn Performance Test, Shawnee County"
GOLDEN ACRES-G4655A,218.6989466,"2014 Rossville, Kansas Dryland Corn Performance Test, Shawnee County"
GOLDEN ACRES-G4678DG,221.8411774,"2014 Rossville, Kansas Dryland Corn Performance Test, Shawnee County"
GOLDEN ACRES-G5621,191.8860466,"2014 Rossville, Kansas Dryland Corn Performance Test, Shawnee County"
GOLDEN HARVEST-G07B39-3111A,187.8551789,"2014 Rossville, Kansas Dryland Corn Performance Test, Shawnee County"
GOLDEN HARVEST-G11U58-3111,210.92,"2014 Rossville, Kansas Dryland Corn Performance Test, Shawnee County"
GOLDEN HARVEST-G12J11-3011A,195.2867296,"2014 Rossville, Kansas Dryland Corn Performance Test, Shawnee County"
GOLDEN HARVEST-G16K01-3111,233.6017716,"2014 Rossville, Kansas Dryland Corn Performance Test, Shawnee County"
MAT CHECK-LATE,201.7702614,"2014 Rossville, Kansas Dryland Corn Performance Test, Shawnee County"
MAT CHECK-MED,172.0459127,"2014 Rossville, Kansas Dryland Corn Performance Test, Shawnee County"
MIDLAND-344PRW,178.3430549,"2014 Rossville, Kansas Dryland Corn Performance Test, Shawnee County"
MIDLAND-425SS,177.5720943,"2014 Rossville, Kansas Dryland Corn Performance Test, Shawnee County"
MIDLAND-534PRW,200.2596589,"2014 Rossville, Kansas Dryland Corn Performance Test, Shawnee County"
MIDLAND-573PRW,215.3971279,"2014 Rossville, Kansas Dryland Corn Performance Test, Shawnee County"
MIDLAND-594PR DG,204.9933742,"2014 Rossville, Kansas Dryland Corn Performance Test, Shawnee County"
MIDLAND-653PRW,180.9650092,"2014 Rossville, Kansas Dryland Corn Performance Test, Shawnee County"
MIDLAND-714PRW,215.1500814,"2014 Rossville, Kansas Dryland Corn Performance Test, Shawnee County"
MIDLAND-735PRW,200.8087433,"2014 Rossville, Kansas Dryland Corn Performance Test, Shawnee County"
PHILLIPS-PSF082 VT3Pro,201.8425454,"2014 Rossville, Kansas Dryland Corn Performance Test, Shawnee County"
PHILLIPS-PSF112 VT3Pro,184.394412,"2014 Rossville, Kansas Dryland Corn Performance Test, Shawnee County"
PHILLIPS-PSF121 VT3Pro,165.7855504,"2014 Rossville, Kansas Dryland Corn Performance Test, Shawnee County"
PHILLIPS-PSF141 SS,176.3975508,"2014 Rossville, Kansas Dryland Corn Performance Test, Shawnee County"
PHILLIPS-PSF143 VT2Pro,185.5317991,"2014 Rossville, Kansas Dryland Corn Performance Test, Shawnee County"
UNITY-4814 VT2P-RIB,187.8096105,"2014 Rossville, Kansas Dryland Corn Performance Test, Shawnee County"
UNITY-5512 SS-RIB,201.7879161,"2014 Rossville, Kansas Dryland Corn Performance Test, Shawnee County"
UNITY-5514 SS-RIB,201.3190104,"2014 Rossville, Kansas Dryland Corn Performance Test, Shawnee County"
UNITY-5608 SS-RIB,175.5362149,"2014 Rossville, Kansas Dryland Corn Performance Test, Shawnee County"
AGRIGOLD-A6499STXRIB,235.4114835,"2014 Severance, Kansas Corn Performance Test, Doniphan County"
AGRIGOLD-A6517VT3PRIB,255.6581691,"2014 Severance, Kansas Corn Performance Test, Doniphan County"
AGRIGOLD-A6573VT3PRIB,240.8632342,"2014 Severance, Kansas Corn Performance Test, Doniphan County"
DEKALB-DKC53-78 SSRIB,185.1523998,"2014 Severance, Kansas Corn Performance Test, Doniphan County"
DEKALB-DKC61-89 RIB,248.6374484,"2014 Severance, Kansas Corn Performance Test, Doniphan County"
DEKALB-DKC64-69 GENVT3P,212.0734679,"2014 Severance, Kansas Corn Performance Test, Doniphan County"
GOLDEN ACRES-G4598,231.8110892,"2014 Severance, Kansas Corn Performance Test, Doniphan County"
GOLDEN ACRES-G4655A,232.5039548,"2014 Severance, Kansas Corn Performance Test, Doniphan County"
GOLDEN ACRES-G4678DG,253.9898419,"2014 Severance, Kansas Corn Performance Test, Doniphan County"
GOLDEN ACRES-G5621,196.866284,"2014 Severance, Kansas Corn Performance Test, Doniphan County"
LG SEEDS-LG5618STXRIB,240.8520342,"2014 Severance, Kansas Corn Performance Test, Doniphan County"
LG SEEDS-LG5630VT3PRIB,194.5176771,"2014 Severance, Kansas Corn Performance Test, Doniphan County"
LG SEEDS-LG5717VT2Pro,251.1547291,"2014 Severance, Kansas Corn Performance Test, Doniphan County"
